UID_csoc;csoc_Q01_01;csoc_Q01_02;csoc_Q01_03;csoc_Q01_04;csoc_Q01_05;csoc_Q01_06;csoc_Q01_07;csoc_Q01_08;csoc_Q01_09;csoc_Q01_10;csoc_Q02_01;csoc_Q02_02;csoc_Q02_03;csoc_Q02_04;csoc_Q03;csoc_Q04;csoc_Q05;csoc_Q06_01;csoc_Q06_02;csoc_Q06_03;csoc_Q06_04;csoc_Q06_05;csoc_Q07_01;csoc_Q07_02;csoc_Q07_03;csoc_Q07_04;csoc_Q07_05;csoc_Q08_01;csoc_Q08_02;csoc_Q08_03;csoc_Q09;csoc_Q10;csoc_Q11_01;csoc_Q11_02;csoc_Q12_01;csoc_Q12_02;csoc_Q12_03;csoc_Q13;csoc_Q14;csoc_Q15;csoc_Q16;csoc_Q17;csoc_Q18;csoc_Q19;csoc_Q20;csoc_Q21;csoc_Q22;csoc_Q23;csoc_Q24;csoc_Q25;csoc_Q26_01;csoc_Q26_02;csoc_Q27;csoc_Q28_01;csoc_Q28_02;csoc_Q29_01_1;csoc_Q29_01_2;csoc_Q29_01_3;csoc_Q29_01_4;csoc_Q29_01_5;csoc_Q29_02_1;csoc_Q29_02_2;csoc_Q29_02_3;csoc_Q29_02_4;csoc_Q29_02_5;csoc_Q29_03_1;csoc_Q29_03_2;csoc_Q29_03_3;csoc_Q29_03_4;csoc_Q29_03_5;csoc_Q29_04_1;csoc_Q29_04_2;csoc_Q29_04_3;csoc_Q29_04_4;csoc_Q29_04_5;csoc_Q29_05_1;csoc_Q29_05_2;csoc_Q29_05_3;csoc_Q29_05_4;csoc_Q29_05_5;csoc_Q29_06_1;csoc_Q29_06_2;csoc_Q29_06_3;csoc_Q29_06_4;csoc_Q29_06_5;csoc_Q29_07_1;csoc_Q29_07_2;csoc_Q29_07_3;csoc_Q29_07_4;csoc_Q29_07_5;csoc_Q29_08_1;csoc_Q29_08_2;csoc_Q29_08_3;csoc_Q29_08_4;csoc_Q29_08_5;csoc_Q29_09_1;csoc_Q29_09_2;csoc_Q29_09_3;csoc_Q29_09_4;csoc_Q29_09_5;csoc_Q29_10_1;csoc_Q29_10_2;csoc_Q29_10_3;csoc_Q29_10_4;csoc_Q29_10_5;csoc_Q29_11_1;csoc_Q29_11_2;csoc_Q29_11_3;csoc_Q29_11_4;csoc_Q29_11_5;csoc_Q29_12_1;csoc_Q29_12_2;csoc_Q29_12_3;csoc_Q29_12_4;csoc_Q29_12_5;csoc_Q30_01;csoc_Q30_02;csoc_Q30_03;csoc_Q30_04;csoc_Q30_05;csoc_Q30_06;csoc_Q30_07;csoc_Q30_08;csoc_Q31;csoc_SEXE_1;csoc_AGE_1;csoc_SEXE_2;csoc_AGE_2;csoc_Q34_1;csoc_Q35_1;csoc_Q36_1;csoc_Q37_1;csoc_Q38_1;csoc_Q39_1;csoc_Q40_1;csoc_Q41_1;csoc_Q42_1;csoc_Q43_1_1;csoc_Q43_1_2;csoc_Q43_1_3;csoc_Q43_1_4;csoc_Q43_1_5;csoc_Q43_1_6;csoc_Q34_2;csoc_Q35_2;csoc_Q36_2;csoc_Q37_2;csoc_Q38_2;csoc_Q39_2;csoc_Q40_2;csoc_Q41_2;csoc_Q42_2;csoc_Q43_2_1;csoc_Q43_2_2;csoc_Q43_2_3;csoc_Q43_2_4;csoc_Q43_2_5;csoc_Q43_2_6;csoc_Q44;csoc_Q45_1;csoc_Q45_2;csoc_Q45_3;csoc_Q45_4;csoc_Q45_5;csoc_Q45_6;csoc_Q45_7;csoc_Q45_8;csoc_Q45_9;csoc_Q45_10;csoc_Q45_11;csoc_Q46;csoc_Q47;csoc_Q48;csoc_Q49;csoc_Q50;csoc_Q51;csoc_Q52;csoc_Q53;csoc_Q54;csoc_Q55;csoc_Q56;csoc_Q57_1;csoc_Q57_2;csoc_Q57_3;csoc_Q57_4;csoc_Q57_5;csoc_Q57_6;csoc_Q57_7;csoc_Q57_8;csoc_Q57_9;csoc_Q57_10;csoc_Q57_11;csoc_Q58;csoc_Q59;csoc_Q60;csoc_Q61;csoc_Q62;csoc_Q63;csoc_Q64;csoc_Q65;csoc_Q66;csoc_Q67;csoc_Q68;csoc_Q69_1;csoc_Q69_2;csoc_Q69_3;csoc_Q69_4;csoc_Q69_5;csoc_Q69_6;csoc_Q69_7;csoc_Q69_8;csoc_Q69_9;csoc_Q70;csoc_Q71;csoc_Q72;csoc_Q73;csoc_Q74_1;csoc_Q74_2;csoc_Q74_3;csoc_Q74_4;csoc_Q75_1;csoc_Q75_2;csoc_Q75_3;csoc_Q75_4;csoc_Q75BIS_1;csoc_Q75BIS_2;csoc_Q75BIS_3;csoc_Q75BIS_4;csoc_Q76_1;csoc_Q76_2;csoc_Q76_3;csoc_Q76_4;csoc_Q77_1;csoc_Q77_2;csoc_Q77_3;csoc_Q77_4;csoc_Q78_1;csoc_Q78_2;csoc_Q78_3;csoc_Q78_4;csoc_CCL4;csoc_CCL5;csoc_CCL6;csoc_CCL7_1;csoc_CCL7_2;csoc_CCL7_3;csoc_CCL7_4;csoc_CCL7_5;csoc_CCL7_6;ea19_A1;ea19_A2A_rec;ea19_A4;ea19_A5;ea19_A5C_rec;ea19_A3B_rec;ea19_A3_rec;ea19_A3C_rec;ea19_A3D;ea19_A3E_rec;ea19_B1;ea19_B1B;ea19_B2_rec;ea19_B5_rec;ea19_B5B_rec;ea19_B5C;ea19_B6B_rec;ea19_B6A_rec;ea19_B7B_rec;ea19_B25;ea19_B10A;ea19_B10AA;ea19_B11;ea19_B18_rec;ea19_B18C;ea19_C1_rec;ea19_C1JEU;ea19_TYPMEN5;ea19_C8;ea19_C8A_rec;ea19_C8B_rec;ea19_B1CJT;ea19_B1ACJT;ea19_B1BCJT;ea19_B2CJT_rec;ea19_B4CJT_rec;ea19_B10ACJT;ea19_B18CJT_rec;ea19_B18CCJT;ea19_D1_rec;ea19_D1A;ea19_D2;ea19_D3;ea19_D4_rec;ea19_D5_rec;ea19_D6;ea19_D7_1;ea19_D7_2;ea19_D7_3;ea19_D7_4;ea19_D7_5;ea19_D7_6;ea19_D7_7;ea19_D7_8;ea19_D7_9;ea19_D7_10;ea19_E1A;ea19_E1B;ea19_E1C;ea19_E1D;ea19_E1E;ea19_E1F;ea19_E1G;ea19_E1H;ea19_E1I;ea19_E1J;ea19_E2A_rec;ea19_E2AUC;ea19_E3A;ea19_E3B;ea19_E3C;ea19_E3D;ea19_E3E;ea19_E4;ea19_E5;ea19_F1_rec;ea19_F3;ea19_F6_rec;ea19_F7;ea19_F8;ea19_G1;ea19_G2;ea19_G3A;ea19_G3B;ea19_G3C;ea19_G4;ea19_G6_1;ea19_G6_2;ea19_G6_3;ea19_G6_4;ea19_G5;ea19_H1A;ea19_H4;ea19_I1;ea19_I8;ea19_J1;ea19_K3;B_ea19_PCS31;B_ea19_PCS31CJT;insee_NUTS1;insee_CATAEU2010;insee_TAU2014;insee_TUU2014;cal_SEXE;cal_AGE1;cal_AGE2;cal_NAT;cal_DIPL;cal_ZEAT;POIDS_INIT;PDSPLT_INIT;POIDS_csoc;PDSPLT_csoc;PDSLNG_ea19
1384;3;3;3;3;1;3;3;3;1;1;2;2;3;4;1;1;4;1;1;3;3;3;1;1;1;1;1;2;2;3;2;3;5;2;2;3;2;2;2;3;6;1;6;4;3;4;3;4;6;2;3;4;3;2;4;1;2;2;2;2;1;2;2;2;2;1;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;1;1;1;2;2;2;2;1;2;2;2;2;1;2;2;2;2;1;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;1;2;6;666;6;666;66;6;66;6;666;66;6;6;6;6;6;6;6;6;6;66;6;66;6;666;66;6;6;6;6;6;6;6;6;6;2;6;6;6;6;6;6;6;6;6;6;6;66666;6;6;666;6;66;666;66;6;66;2;6;6;6;6;6;6;6;6;6;6;6;66666;6;66;666;66;6;66;2;66666;66;6;6;6;6;6;6;6;6;6;6;6;6;66;66;1;3;3;5;3;3;5;4;3;4;4;4;6;1;3;2;3;1;1;2;4;4;3;5;8;4;3;4;4;2;1;3;2;1;13;4;1;7;1;1;6;2;6;6;1;5;2;5;7;66;3;7;2;6;6;6;6;2;2;1;3;2;6;6;6;2;2;5;6;6;1;1;2;6;66;2;5;2;5;2;2;2;2;2;2;2;2;2;1;1;2;2;1;2;2;2;2;2;2;12;9;1;1;2;2;2;2;4;3;1;1;1;2;2;2;2;1;1;2;2;2;1;2;2;2;1;2;5;2;2;55;54;4;111;8;6;1;5;5;1;2;4;1,34812159623881;NA;0,889604107567719;NA;0,887238442536684
1385;4;3;4;3;3;4;2;3;4;1;2;3;3;2;1;1;5;1;1;1;3;3;8;5;1;1;1;3;3;1;2;3;7;3;2;3;2;2;1;2;5;2;4;2;6;6;95;7;6;3;3;3;4;3;2;2;1;1;1;2;2;1;1;1;1;1;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;1;1;1;2;2;1;1;2;1;1;2;2;2;2;1;2;2;2;2;1;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;1;2;2;1;2;1;1;22;9;999;10;1;3;5;17;1;4;4;3;2;1;1;1;1;1;66;6;66;6;666;66;6;6;6;6;6;6;6;6;6;1;1;2;2;2;2;2;1;2;1;2;2;2015;2;6;2;1;1;666;66;2;66;2;6;6;6;6;6;6;6;6;6;6;6;66666;6;66;666;66;6;66;1;2017;12;2;2;1;2;2;2;2;1;2;2;1;1;66;1;4;1;3;2;4;2;4;3;3;2;3;2;0;15;0;5;1;4;1;1;2;5;1;6;6;4;4;3;3;3;2;2;2;1;4;1;3;66;1;1;6;2;6;5;2;66;6;6;66;66;66;66;6;6;6;6;8;3;1;1;1;2;6;6;66;6;6;66;6;6;66;6;3;8;7;2;1;1;2;1;2;2;2;2;2;2;2;2;2;3;3;2;2;2;2;3;2;2;2;12;10;1;3;3;3;3;2;4;96;2;3;1;1;4;1;1;2;2;2;2;1;2;2;2;1;2;2;4;2;3;666;666;3;111;9;7;1;1;1;1;3;1;2,17554607200373;NA;5,40826485790101;NA;5,56574641254123
1386;1;1;4;2;1;3;3;3;4;1;2;2;1;2;1;1;2;7;1;1;1;1;7;7;1;8;1;2;1;1;4;4;5;3;1;2;4;1;3;2;6;2;1;5;4;3;1;7;4;4;1;5;3;1;1;1;2;2;2;2;1;2;2;2;2;1;2;2;2;2;1;2;2;2;2;1;2;2;2;2;1;2;2;2;2;1;2;2;2;2;1;2;2;2;2;1;2;2;2;2;1;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;6;666;6;666;66;6;66;6;666;66;6;6;6;6;6;6;6;6;6;66;6;66;6;666;66;6;6;6;6;6;6;6;6;6;2;6;6;6;6;6;6;6;6;6;6;6;66666;6;6;666;6;66;666;66;6;66;2;6;6;6;6;6;6;6;6;6;6;6;66666;6;66;666;66;6;66;2;66666;66;6;6;6;6;6;6;6;6;6;6;6;6;66;66;2;3;4;5;1;2;4;5;5;5;5;5;6;6;2;0;3;2;3;1;5;3;3;1;4;4;3;2;5;1;3;2;4;1;12;4;1;7;1;1;6;2;6;6;2;2;6;6;66;2;66;2;6;6;6;1;6;2;2;1;3;1;2;1;1;6;1;1;6;6;6;2;1;6;66;1;5;5;1;2;2;2;2;2;1;2;2;2;2;1;2;2;1;2;2;2;2;2;2;10;6;1;1;2;2;2;2;4;2;2;1;2;2;2;2;2;2;2;1;2;2;1;2;2;2;1;2;5;1;1;63;52;2;300;0;0;1;5;5;1;1;2;1,13783382964951;NA;1,06422873784575;NA;1,00031290341517
1387;4;1;3;2;1;4;1;3;3;1;1;3;2;3;1;1;4;3;1;1;3;1;7;7;1;7;7;1;2;1;4;2;4;2;5;4;5;1;1;1;4;3;2;4;95;95;4;95;4;3;3;5;3;2;1;2;1;1;2;2;2;1;2;2;2;1;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;1;2;1;2;2;2;2;1;2;2;2;2;1;2;2;2;2;1;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;1;2;1;2;1;2;60;2;72;8;3;6;4;30;8;4;3;2;2;1;2;2;2;2;6;4;6;4;40;8;4;3;3;2;1;2;2;2;2;2;6;6;6;6;6;6;6;6;6;6;6;66666;6;6;666;6;66;666;66;6;66;1;2;2;2;2;2;2;2;2;2;1;2;2010;1;2;666;66;2;66;2;66666;66;6;6;6;6;6;6;6;6;6;6;6;6;66;66;3;3;4;5;2;2;4;5;2;2;4;5;1;3;1;0;3;3;2;1;3;3;3;1;4;4;4;2;5;3;3;2;3;2;14;5;1;2;1;1;6;2;6;6;2;1;6;6;66;6;66;11;6;6;6;1;11;5;2;1;3;1;1;1;6;2;2;1;6;6;11;5;1;6;66;2;4;4;3;2;2;2;2;2;2;2;2;2;1;2;2;2;1;2;2;2;2;1;2;13;10;1;2;1;2;1;1;6;2;2;3;2;1;4;6;4;1;3;1;2;2;2;1;2;1;1;2;3;2;2;34;34;5;211;4;4;2;6;6;1;4;5;0,369929005683209;0,363746304541831;0,214311579999193;0,209961695694507;0,216463201118899
1388;1;5;5;1;1;5;5;1;5;5;2;2;2;1;1;3;3;1;1;1;3;1;8;1;1;1;8;2;3;3;3;3;5;4;3;2;3;2;1;4;6;3;2;3;1;3;95;5;2;1;2;3;3;2;7;1;2;2;2;2;1;2;2;2;2;1;2;2;2;2;1;2;2;2;2;1;2;2;2;2;1;2;2;2;2;1;2;2;2;2;1;2;2;2;2;1;2;2;2;2;1;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;1;38;9;999;9;4;3;4;20;4;4;4;3;2;1;2;2;2;2;66;6;66;6;666;66;6;6;6;6;6;6;6;6;6;2;6;6;6;6;6;6;6;6;6;6;6;66666;6;6;666;6;66;666;66;6;66;2;6;6;6;6;6;6;6;6;6;6;6;66666;6;66;666;66;6;66;2;66666;66;6;6;6;6;6;6;6;6;6;6;6;6;66;66;1;2;5;3;1;1;5;1;5;5;5;5;1;1;0;1;3;3;1;2;1;1;1;2;2;2;3;2;2;3;5;9;4;1;7;4;1;4;1;1;6;2;6;1;1;9;6;6;66;66;66;1;6;6;6;6;7;2;4;3;4;2;6;6;1;6;1;3;6;6;10;4;1;6;66;1;4;2;1;2;2;2;2;2;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;11;6;1;1;2;2;2;2;4;2;2;1;2;2;1;1;1;1;1;1;2;1;2;2;2;2;1;2;8;3;2;11;43;5;211;2;3;1;2;2;1;3;5;1,71483862394025;NA;2,68270315640466;NA;2,93500291493194
1389;4;3;4;3;1;1;2;2;3;2;2;2;3;3;1;1;4;1;1;6;6;3;6;6;6;3;6;3;2;2;4;3;5;6;3;2;3;1;1;2;6;3;2;3;95;7;3;95;3;2;2;4;2;3;2;1;2;2;2;2;1;2;2;2;2;1;2;2;2;2;1;2;2;2;2;1;2;2;2;2;1;2;2;2;2;1;2;2;2;2;1;2;2;2;2;1;2;2;2;2;1;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;1;2;2;2;1;1;61;1;62;12;3;1;4;30;8;2;2;3;2;1;2;2;2;2;12;3;1;2;29;8;1;2;4;2;1;2;2;2;2;2;6;6;6;6;6;6;6;6;6;6;6;66666;6;6;666;6;66;666;66;6;66;2;6;6;6;6;6;6;6;6;6;6;6;66666;6;66;666;66;6;66;2;66666;66;6;6;6;6;6;6;6;6;6;6;6;6;66;66;1;2;3;2;1;2;2;3;3;3;3;4;8;4;3;2;4;3;3;3;3;4;3;3;8;4;3;3;5;2;2;5;2;1;13;4;1;7;1;1;6;2;6;6;2;1;6;6;66;4;66;11;6;6;6;1;6;2;2;1;3;1;3;1;6;2;2;9;1;6;6;2;1;6;66;1;6;5;2;2;2;2;2;2;2;2;2;2;1;2;2;2;1;2;2;2;2;2;2;11;8;1;1;1;2;2;2;4;2;3;1;2;2;2;3;1;2;2;1;2;2;1;1;2;2;2;2;4;3;5;53;56;5;111;5;4;1;5;5;1;2;5;1,95011746400795;NA;1,38508599834031;NA;1,3499832874776
1390;4;4;3;3;3;4;3;4;4;4;2;3;3;2;1;1;3;1;1;3;1;1;7;6;1;8;1;3;2;2;3;3;88;5;3;3;2;1;1;3;6;2;2;3;95;6;4;6;6;2;2;4;4;4;3;2;2;2;1;2;1;2;2;2;2;1;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;1;2;2;2;2;1;2;1;2;2;2;2;1;2;2;2;2;1;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;1;1;73;2;80;7;1;2;1;15;5;3;3;2;2;1;2;2;2;2;12;1;1;3;30;3;3;3;5;2;1;2;2;2;2;2;6;6;6;6;6;6;6;6;6;6;6;66666;6;6;666;6;66;666;66;6;66;2;6;6;6;6;6;6;6;6;6;6;6;66666;6;66;666;66;6;66;2;66666;66;6;6;6;6;6;6;6;6;6;6;6;6;66;66;4;3;2;5;3;2;2;4;3;3;4;5;999;2;3;0;5;3;3;2;3;3;1;1;6;3;3;3;5;3;3;2;4;2;13;4;1;7;1;1;6;2;6;3;2;5;6;6;66;66;2;11;6;2;6;6;5;1;1;1;1;2;6;6;6;2;2;4;6;6;5;1;1;6;66;2;3;5;5;2;2;2;2;2;2;2;2;2;1;2;2;1;1;2;2;2;2;2;2;11;10;1;2;1;1;2;1;4;3;2;2;2;2;2;2;1;1;2;2;2;2;1;2;2;2;1;3;5;3;5;55;54;7;111;9;7;2;5;5;1;3;7;1,17291495087879;NA;0,786216531590483;NA;0,733824005807051
1391;4;1;4;2;4;4;1;1;3;3;3;3;4;2;1;5;3;1;1;3;3;3;7;6;1;1;1;1;1;1;4;2;6;6;3;1;3;1;2;1;6;2;1;4;4;6;1;6;6;1;3;4;3;3;2;1;2;2;2;2;2;1;2;2;2;1;2;2;2;2;1;2;2;2;2;1;2;2;2;2;1;2;2;2;2;1;2;2;2;2;1;2;2;2;2;1;2;2;2;2;1;2;2;2;2;1;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;1;1;64;9;999;7;4;6;5;50;6;4;4;5;1;1;2;2;2;2;66;6;66;6;666;66;6;6;6;6;6;6;6;6;6;2;6;6;6;6;6;6;6;6;6;6;6;66666;6;6;666;6;66;666;66;6;66;1;2;2;2;2;2;1;2;2;2;2;2;2018;1;2;666;66;2;66;2;66666;66;6;6;6;6;6;6;6;6;6;6;6;6;66;66;2;3;3;5;1;2;5;5;1;2;5;5;0;0;0;0;3;3;1;1;4;3;1;1;7;4;3;3;3;2;2;3;3;1;12;4;1;7;1;1;6;2;6;6;2;5;6;6;66;66;5;6;6;6;6;1;11;5;1;1;1;1;3;1;7;2;2;5;6;3;10;4;1;6;66;2;3;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;1;2;2;2;2;1;2;11;10;1;1;1;2;1;2;4;3;2;1;2;1;2;2;1;3;1;4;2;2;1;1;2;2;1;2;8;2;2;37;54;2;111;8;7;1;5;5;1;4;1;0,119781629129145;0,758604855592447;0,0875800016226119;0,39905726999127;0,0890464115344756
1392;4;2;4;3;3;4;1;3;4;2;1;2;2;4;1;1;5;4;1;3;1;1;1;8;1;3;1;1;2;2;3;2;4;1;3;3;3;2;3;2;4;3;4;4;2;2;95;6;3;5;2;4;2;4;3;1;2;2;2;2;2;1;1;2;2;1;2;2;2;2;1;2;2;2;2;1;2;2;2;2;1;2;2;2;2;1;2;2;2;2;1;2;2;2;2;1;2;2;2;2;1;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;1;2;44;2;33;10;4;3;4;16;8;3;4;2;2;1;1;1;2;2;7;4;6;4;14;8;3;4;3;2;1;1;2;2;2;1;2;2;2;2;2;1;1;1;2;2;2;2003;1;1;666;6;1;666;66;2;66;2;6;6;6;6;6;6;6;6;6;6;6;66666;6;66;666;66;6;66;1;1998;11;1;1;2;2;2;2;2;2;2;2;1;2;66;10;2;2;2;3;1;2;5;4;1;2;4;4;5;8;9;10;5;4;1;3;5;6;4;6;7;4;4;3;3;4;2;3;3;1;8;4;1;4;1;1;6;2;6;1;1;4;1;6;66;88;66;8;1;6;6;6;11;5;1;1;1;1;1;2;1;6;1;4;6;6;10;4;1;6;66;2;4;3;2;2;2;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;13;10;1;2;1;2;2;2;4;2;3;2;2;1;1;2;4;2;3;4;2;1;1;1;2;7;1;2;77;2;4;38;34;7;112;9;4;1;3;3;1;4;7;0,75902576839277;NA;0,733261491471891;NA;0,747097850188976
1393;3;4;3;2;2;4;2;1;4;1;1;1;1;2;1;1;1;1;1;1;1;1;1;6;6;1;1;1;1;1;4;3;4;5;3;3;3;1;1;1;2;3;2;2;95;4;3;4;6;3;3;5;2;3;2;1;2;2;2;2;2;2;1;2;2;1;2;2;2;2;1;2;2;2;2;1;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;1;2;2;1;2;2;2;2;1;2;2;2;2;2;1;2;2;2;2;2;1;2;2;2;2;2;2;1;2;2;2;1;2;67;2;65;14;4;1;4;65;5;4;3;3;1;1;2;2;2;2;1;4;1;2;35;2;2;3;2;1;1;2;2;2;2;2;6;6;6;6;6;6;6;6;6;6;6;66666;6;6;666;6;66;666;66;6;66;2;6;6;6;6;6;6;6;6;6;6;6;66666;6;66;666;66;6;66;2;66666;66;6;6;6;6;6;6;6;6;6;6;6;6;66;66;2;1;1;2;2;2;2;3;2;2;3;3;10;25;8;2;4;5;4;3;5;6;4;4;7;4;4;4;3;2;2;3;3;2;13;4;1;7;1;1;6;2;6;6;2;5;6;6;66;66;6;10;6;6;6;1;4;1;2;1;3;1;3;1;6;2;2;9;1;6;4;1;2;6;66;1;6;4;2;2;2;2;2;2;2;2;2;2;1;2;2;2;1;2;2;2;2;2;2;8;4;1;2;1;1;2;2;3;1;2;3;2;1;1;2;2;2;2;1;2;2;1;1;2;2;1;3;8;3;2;56;11;5;221;3;4;2;5;5;1;1;5;3,45062085038773;NA;2,86927100636965;NA;2,75028878883956
1394;1;1;1;3;4;4;2;2;3;2;1;1;2;4;1;1;1;1;1;1;1;1;7;8;1;1;1;3;3;2;3;3;3;1;3;3;6;1;1;2;7;2;2;4;2;3;1;7;2;2;3;5;3;3;2;1;2;2;2;2;1;2;2;2;2;1;2;2;2;2;1;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;1;2;2;2;1;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;1;2;2;2;8;8;8;8;8;2;2;2;2;1;1;1;1;2;6;666;6;666;66;6;66;6;666;66;6;6;6;6;6;6;6;6;6;66;6;66;6;666;66;6;6;6;6;6;6;6;6;6;2;6;6;6;6;6;6;6;6;6;6;6;66666;6;6;666;6;66;666;66;6;66;1;2;2;2;2;2;2;2;2;2;1;2;2006;1;9;666;66;2;66;1;2000;8;1;2;1;2;2;2;2;2;2;2;2;2;7;66;2;2;4;4;1;3;5;3;1;3;5;3;5;3;0;0;3;3;1;3;3;3;1;3;3;4;3;3;3;3;3;3;3;2;9;2;1;4;1;1;6;2;6;8;1;5;1;6;66;66;6;10;2;6;3;6;5;1;1;1;1;1;3;1;1;6;1;5;6;6;9;3;3;2;4;1;4;2;2;2;1;2;2;2;2;2;2;2;2;1;2;2;2;1;2;2;2;2;2;9;8;1;2;1;2;2;2;2;2;1;2;2;2;2;1;2;1;1;1;1;2;2;2;2;1;2;3;2;4;5;56;47;2;111;7;5;2;4;4;1;2;2;0,149973723391722;1,30458359451557;0,151622716131621;0,912643855495351;0,155863223018491
1395;4;1;3;3;2;1;1;2;3;1;3;4;4;2;6;5;5;1;1;1;1;1;8;1;1;1;1;2;1;1;3;2;6;6;1;2;2;3;1;2;4;3;2;4;95;4;3;5;3;2;1;5;2;2;5;2;1;2;2;2;2;1;2;2;2;1;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;1;2;1;2;1;2;2;2;2;2;1;1;1;1;1;2;2;1;2;1;2;2;2;2;1;2;2;2;2;2;1;2;1;2;1;2;1;2;1;1;2;2;1;1;50;2;35;7;4;4;2;4;13;2;3;3;2;1;2;2;2;2;7;4;5;3;3;13;2;3;2;2;1;2;2;2;2;2;6;6;6;6;6;6;6;6;6;6;6;66666;6;6;666;6;66;666;66;6;66;1;2;2;1;2;2;2;2;2;1;2;2;2016;1;2;666;66;2;66;2;66666;66;6;6;6;6;6;6;6;6;6;6;6;6;66;66;2;2;4;3;2;2;4;3;1;2;4;2;3;4;0;0;4;3;1;9;3;5;1;3;7;3;3;3;3;4;3;3;4;1;14;4;1;7;1;1;6;2;6;1;1;9;6;6;66;66;66;9;6;6;6;6;8;3;2;1;3;1;3;1;7;2;2;2;6;3;10;4;1;6;66;1;6;5;2;2;2;1;2;2;2;2;2;2;2;2;1;2;1;2;2;2;2;1;2;12;10;1;1;1;2;1;1;5;2;2;2;1;1;1;3;3;2;2;1;2;1;1;2;2;2;1;3;7;2;3;42;35;8;111;9;7;1;6;6;1;3;8;1,23370290834457;NA;0,867082251067585;NA;0,813400854919298
1396;4;4;4;4;4;4;4;2;4;3;1;1;3;4;1;1;5;1;1;3;3;3;1;7;1;1;1;3;3;3;5;4;5;0;2;2;2;2;1;3;7;1;3;1;2;6;95;7;6;2;4;5;3;7;7;1;2;2;2;2;1;2;2;2;2;1;2;2;2;2;1;2;2;2;2;1;2;2;2;2;1;2;2;2;2;1;2;2;2;2;1;2;2;2;2;1;2;2;2;2;1;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;2;6;666;6;666;66;6;66;6;666;66;6;6;6;6;6;6;6;6;6;66;6;66;6;666;66;6;6;6;6;6;6;6;6;6;2;6;6;6;6;6;6;6;6;6;6;6;66666;6;6;666;6;66;666;66;6;66;2;6;6;6;6;6;6;6;6;6;6;6;66666;6;66;666;66;6;66;2;66666;66;6;6;6;6;6;6;6;6;6;6;6;6;66;66;3;3;4;4;1;3;5;3;2;2;5;3;2;6;0;0;3;3;1;3;3;4;3;3;0;4;3;1;1;3;4;2;3;2;8;4;1;5;1;1;6;2;6;1;1;2;1;1;5;6;66;10;2;6;6;6;10;4;5;4;4;1;3;4;1;6;1;5;6;6;6;2;2;6;66;1;5;3;2;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;77;99;2;2;2;2;2;2;2;3;2;3;2;2;1;3;2;2;1;2;2;2;1;2;2;1;2;3;5;3;5;43;45;1;111;10;8;2;3;3;1;4;1;0,89866319109377;NA;0,964551516975061;NA;1,06767029376765
